标题,总价,单价,区域,房屋户型,建筑面积,户型结构,建筑类型,所在楼层,楼层高度,套内面积,房屋朝向,建筑结构,装修情况,户梯比例,配备电梯,周边配套,交通出行
小区环境安静~、干净整洁~、距离地铁近~、采光通风好,118,17945,荔湾,2室2厅1卫,65.76㎡,平层,塔楼,高楼层(共9层),暂无数据,暂无,北,钢混结构,简装,,,属于中型社区~、环境优美~、出入方便~、生活配套成熟、肉菜市场、儿童乐园、医院、银行、宾馆酒楼~、衣食住行。交通方便户型方正装修新净小区绿化环境好,小区位于鹤洞路~、广佛线地铁已经开通鹤洞站~、站里面有厕所~、惯通海珠~、途径的公交线路有19.69.70.91.181.222.811.217.275.285.565.769.583.等线路~、交通方便
C区大三房 一线江景房 早上阳光很充足,630,46406,荔湾,3室2厅2卫,135.76㎡,平层,塔楼,低楼层(共33层),暂无数据,110.04㎡,东北,钢混结构,精装,,有,,交通出行：三地铁、双大桥及三隧道的立体交通体系~、出行便利。地铁：广州5号线、广州1号线延长线及佛山5号线。公交路线：19、55、57、广81、193、75、236、207、277、280、309、312、783、夜11、夜29等。
广钢新城品质生活小区 珠江金茂府 三房两卫 正南向,636,56469,荔湾,3室2厅2卫,112.63㎡,平层,塔楼,低楼层(共24层),暂无数据,87.72㎡,南,钢混结构,精装,,有,小区旁有小绿堡幼园、青檬幼园~、小-初的资源丰富~、足球场、篮球场、停车场、公园小区、交通便利~、空气较好~、视野开阔~、生活气氛浓厚~、让您尽情享受生活的乐趣~、物业管理较优质。,地铁广佛线鹤洞站B出口走路大约500米即达小区门口。2024年年底开通地铁11号环城线~、就在家楼下。公交：69路、181路、19路、217路、222路、275路、285路、410路、485路、565路、583路、70路、769路、787路、811路、91路等。
富力广场花园式小区管理原装电梯三房带主套出手,395,44159,荔湾,3室2厅1卫,89.45㎡,平层,塔楼,中楼层(共23层),暂无数据,74.4㎡,南北,钢混结构,其他,,有,富力广场小区200米范围有荔湾少年宫~、体育馆~、动感小西关娱乐饮食影视城~、中国银行、建设银行、农业银行、广州银行、招商银行、工商银行~、荔枝湾、荔湾湖公园、上下九步行街、西关泮塘美食街~、市三宫影视城,富力广场小区步行600米范围到中山八5号地铁中山八路交通枢纽步行800米有陈家祠1号地铁有荔湾路口车站中山七路车站华贵路车站石路基车站泮塘车站。
户型方正~、采光通风好~、全明房~、单边位,120,23796,荔湾,2室1厅1卫,50.43㎡,平层,塔楼,高楼层(共9层),暂无数据,暂无,南,钢混结构,其他,,,,此物业步行７００米可以到中山八路地铁站５号线~、步行３００米可到南岸路公交站~、小区环线公交４１５就在５０米处~、交通便利~、生活配套成熟
高楼层望小区园林 视野采光无遮挡,340,35752,荔湾,3室1厅1卫,95.1㎡,平层,塔楼,高楼层(共23层),暂无数据,74.75㎡,西北,钢混结构,精装,,有,,
融穗华府 难得南向户型 中高楼层 采光好,368,43978,荔湾,3室1厅1卫,83.68㎡,平层,塔楼,高楼层(共40层),暂无数据,暂无,南,钢混结构,简装,,有,有肯德基、麦当劳~、星巴克~、钱大妈~、广钢公园~、各种特色餐饮~、24小时便利店。步行可到村菜市场西朗农贸市场,广佛线（鹤洞地铁站）~、1号线（西塱地铁站）。公交车站（鹤洞路西站）：181~、19~、217~、222~、275~、285~、410~、565~、583~、69~、70~、71~、769~、770~、787~、811~、91等公交车路线~、出行十分便利
新世界凯粤湾 满五年唯一  产权清晰,310,36905,荔湾,2室2厅1卫,84㎡,平层,塔楼,低楼层(共33层),暂无数据,68.73㎡,东北,钢混结构,其他,,有,双地铁+两大桥+三隧道立体交通体系：连接项目的地铁口为滘口站~、该站为广州地铁五号线的始发站~、该线路为贯通广州东西的大动脉~、与全部地铁线路均有交汇站~、除此之外~、滘口还是佛山五号线和广州五号线的交汇站~、让您畅达广佛两地！,三地铁、双大桥及三隧道的立体交通体系~、出行便利。地铁：广州5号线、广州1号线延长线及佛山5号线。公交路线：19、55、57、广81、193、75、236、207、277、280、309、312、783、夜11、夜29等。
房子格局方正~、全明屋。随时可以看房。,270,34979,荔湾,2室1厅1卫,77.19㎡,平层,塔楼,高楼层(共15层),暂无数据,暂无,东南,钢混结构,其他,,有,上下九步行街~、永庆坊~、十三行服装批发市场~、黄沙水产市场~、华林玉器批发市场~、一号线与六号线黄沙地铁站~、六号线文化公园站~、沙面岛,公交车：六二三路站、宝华路站、德星路(上下九步行街)总站、市中医院站、恒宝广场(宝华路)总站。地铁：地铁1号线长寿路地铁站~、1号线6号线交汇黄沙地铁站
花语水岸 南向高层大三房 保养新 看房方便,500,46011,荔湾,3室2厅2卫,108.67㎡,平层,塔楼,高楼层(共21层),暂无数据,108.67㎡,东南,钢混结构,其他,,有,,步行200米可达5/6号线双地铁坦尾站~、900米可到6号线步行200米看到公交车站开车出行往珠江桥东行前往越秀天河白云各区域西行往荔湾白鹅潭市区及滘口佛山方向
装修好~、三房户型实用性高~、配套成熟 交通方便双地铁,275,26468,荔湾,3室2厅1卫,103.9㎡,平层,塔楼,高楼层(共22层),暂无数据,84㎡,东东南,钢混结构,精装,,有,小区位于繁华路段花地大道芳村客运站靓家居大笨象茶叶市场等配套旁边有个大型的荔塱综合菜市场品种很的齐全,地铁一号线坑口站~、广佛地铁西朗站~、公交路线有69路277路222路565路71路181路70路769路91路等
该房源满五的~、业主诚意卖~、马赛克外墙,158,25945,荔湾,2室1厅1卫,60.9㎡,平层,塔楼,低楼层(共9层),暂无数据,53.56㎡,东南南,钢混结构,其他,,,沃尔玛麦当劳肯德基星巴克悦荟城周记茶餐厅创意园元素~、西村菜市场,小区出来有公交站~、距离5号线~、8号线西村地铁口只有500米~、交通很便利~、距离市客运站~、省汽车站~、广州火车站一公里范围！
双桥8号 温馨2房 产权清晰 阳台视野无遮挡 采光充足,375,44191,荔湾,2室2厅1卫,84.86㎡,平层,板楼,中楼层(共33层),暂无数据,暂无,西南西北,钢混结构,精装,,有,,地铁站：5/6号线坦尾地铁站步行320米。公交站：61路、广281路、广286路、广81路、广969路、夜27路、广123路、广132路等多路公交
金域华房 新上两居室 有key随时看楼,358,56061,荔湾,2室1厅1卫,63.86㎡,平层,塔楼,低楼层(共32层),暂无数据,47.68㎡,东北,钢混结构,简装,,有,新光城市广场~、家乐福~、上下九步行街~、和业广场~、陈家祠祠堂~、荔湾湖公园~、永庆坊景区等等。。。都在身边~、真的很便利。,地理位置优越~、在康王中路主干道~、目前在用的最近地铁站是8号线华林寺地铁站150米~、1号线长寿路站600米~、楼下就是华林寺公交车站。
盛大蓝庭 2室1厅 南,295,35950,荔湾,2室1厅1卫,82.06㎡,平层,塔楼,中楼层(共16层),暂无数据,65.55㎡,南,钢混结构,其他,,有,,
花语正南三房两卫 安静舒适望花园 阳台可出大平台,438,40451,荔湾,3室2厅2卫,108.28㎡,平层,塔楼,低楼层(共26层),暂无数据,87.96㎡,东南南,钢混结构,精装,,有,该小区位于大坦沙岛中部~、由19栋塔楼建成~、皆为电梯楼~、共2574户。户型涵盖了二至五房。户型方正实用。其中以三房为主~、部分户型可望江或花园~、环境温馨舒适。小区内有露天泳池儿童游乐设施、小花塘。外设临街商铺目前已有多家便利店入驻等。,公交站:260路、286路、783路、839路、19路、34路、52路、广123路、124路、193路、205路、207路、233路等。地铁:5/6号线离(坦尾站)350米。可贯穿广州各区域。
协和社区~、近地铁 户型方正双阳台,258,36318,荔湾,3室1厅1卫,71.04㎡,平层,板楼,中楼层(共7层),暂无数据,暂无,东南,钢混结构,简装,,,生活：西村菜市场、悦汇城广场~、诺比邻银行：建行、农行、中行、广州银行医院：荔湾区中医院、军区总医院~、社区医院公园：增埗公园、西焦生态公园流花湖公园~、饮食：食为天~、老伙计~、麦当劳~、肯德基~、真功夫。,地铁5号线、8号延长线西村站公交站就在门口：62路17路71路134路283路31路268路211路等
观鹤小区两房带两个阳台的  业主有心出,165,23745,荔湾,2室2厅1卫,69.49㎡,平层,塔楼,高楼层(共7层),暂无数据,暂无,东南,钢混结构,简装,,,,观鹤小区的公交车站是鹤洞总站途经的公交线路有：19、69、70、91、222、565、583、811、217、275、285、277、769、181等地铁站是广佛线鹤洞站B出口
中海A大三房  高楼层视野开阔采光好 业主诚意出,450,36977,荔湾,3室1厅2卫,121.7㎡,平层,塔楼,高楼层(共60层),暂无数据,暂无,西南,钢混结构,精装,,有,商圈肯德基、麦当劳、星巴克、屈臣氏、电影院、以及沃尔玛（在装修中）等等；银行：中国银行、工商银行、农业银行、华夏银行、民生银行医疗：荔湾区第三人民医院、荔湾区人民医院、广钢医院（都是三级甲等医院）,双地铁：广佛线（鹤洞地铁站）~、1号线（西塱地铁站）。小区门口公交车站（鹤洞路西站）：并有181~、19~、217~、222~、275~、285~、410~、565~、583~、69~、70~、71~、769~、770~、787~、811~、91等公交车路线~、出行十分便利
西场地铁口 框架结构 户型方正 光线充足,160,26119,荔湾,2室1厅1卫,61.26㎡,平层,塔楼,高楼层(共9层),暂无数据,暂无,南,钢混结构,其他,,,物业大型社区小区管理里边有幼儿小区400米还有西焦公园小区有文化广场休息遮阴的空地房子采光好通风,小区旁边就是地铁5号线西场站DEF出口~、小区门口就是和平新村公交站~、可去往白云、越秀、天河等地~、交通便利
保利花香美苑 南北对流单位 安静舒适,528,37032,荔湾,4室2厅2卫,142.58㎡,平层,塔楼,低楼层(共32层),暂无数据,110.79㎡,南,钢混结构,其他,,有,生活配套成熟~、就近就有大型市场、肉菜市场、儿童乐园、医院、银行、宾馆酒楼等生活设施~、可以满足日常的生活需求。,门口就有公交车站：如966~、996~、还有电瓶车接驳到一号线坑口地铁站和广佛线菊树地铁站~、交通出行十分方便。
文昌南路~、1/8号双地铁小区~、低层精装两房~、采光好,138,28566,荔湾,2室1厅1卫,48.31㎡,平层,塔楼,低楼层(共9层),暂无数据,暂无,南北,钢混结构,精装,,,小区内生活配套设施齐全~、商圈：宝华路街市恒宝广场、上下九步行街、华林玉器城餐饮：悦豪酒家、广州酒家、陶陶居、各式西关美食银行：中国银行：荔湾中医院、正骨医院,1号线长寿路地铁站400米~、8号线华林寺地铁站350米~、交通出行方便。
和平新村 西场地铁口 电梯中层 格局方正 南向全明屋。,168,33851,荔湾,2室1厅1卫,49.63㎡,平层,塔楼,中楼层(共7层),暂无数据,暂无,南,混合结构,精装,,有,离小区一公里内有4所幼~、4所小~、4所中~、菜市场、小吃店、快餐店、公园、游泳池、银行、医院等设施齐全,小区旁边就是地铁5号线西场站DEF出口~、小区门口就是和平新村公交站~、可去往白云、越秀、天河等地~、交通便利
楼龄新净~、中高楼层~、通风采光好~、配套成熟~、出行便利,160,40051,荔湾,1室1厅1卫,39.95㎡,平层,塔楼,中楼层(共31层),暂无数据,30.64㎡,北,钢混结构,简装,,有,步行30米就是荔枝湾公园~、10米到盛悦广场~、荔湾湖公园~、步行500米就是恒宝广场~、步行800就是广医三院,步行350米即是地铁1号线长寿路地铁站公交：步行50米就是市三宫公交车车站~、步行100米就是泮塘2号车总站
长寿路 华林寺 示范小区 二房,199,25838,荔湾,2室2厅1卫,77.02㎡,平层,塔楼,中楼层(共9层),暂无数据,暂无,东,钢混结构,简装,,,源配套成熟地段环境优越交通出行便捷相近地铁公交1号线地铁家门口,近地铁~、地铁1号线长寿路站110米（数据来源高德地图）~、有多个公交站~、交通出行便利。
荔湾湖公园旁边大院管理小区电梯两房,168,29157,荔湾,2室1厅1卫,57.62㎡,平层,塔楼,高楼层(共8层),暂无数据,暂无,北,钢混结构,其他,,,市场：清平路肉菜市场~、多宝路肉菜市场；医院：荔湾区中医院~、广州市第三附属医院；幼儿园：多宝幼儿园；购物：~、西城都荟。荔湾湖公园~、沙面景区荔湾湖公园100米；广州市第三附属医院200米；多宝路菜市场500米；购物：恒宝广场~、西城都荟。,步行200米就到六号线的如意坊地铁B口~、再步行559米就到地铁一号线黄沙站C口即是西城都荟大型商城~、可坐到地铁一号线长寿路站~、或者换乘到六号线金沙洲方向去到广州任意地区
西华路 越秀精装两房 格局方正好用 东北向安静宜居,139,32877,荔湾,2室1厅1卫,42.28㎡,平层,塔楼,中楼层(共9层),暂无数据,36.71㎡,东北,钢混结构,精装,,,市少年宫及流花湖公园步行300米；一津肉菜市场、西华路肉菜市场。康王北路地下美食服装城~、西华路美食一条街；步行500米有市一、广医医院。楼下500米内工商银行、中国银行、建设银行、民生银行等。,步行800米到1号和8号线线陈家祠地铁站或西门口地铁站~、彩虹桥8/11/13/22号线步行600米~、1000米到2号线纪念堂站；西华路公交车站~、东风西路公交车站~、人民北路公交车站等多条线路。
南岸路 新装修三房 视野开阔 中层,173,25926,荔湾,2室1厅1卫,66.73㎡,平层,板楼,中楼层(共8层),暂无数据,暂无,东,钢混结构,简装,,,小区步行350米可到达青年公园~、步行500米可到达荔湾湖公园~、步行300米可到达工商银行、建设银行、兴业银行~、市场：有兴旺市场~、胜佳市场~、华润.家~、电影院~、健身房~、各省美食,公交车：17.34.71.176.256.538.939等~、距5号线中山八路站地铁站300米~、距离中山八路公交车总站350米~、出行方便。
