刚需好房~、配套成熟~、出行方便。,106.5,24074,白云,2室1厅1卫,44.24㎡,平层,塔楼,低楼层(共8层),暂无数据,39.97㎡,南,钢混结构,精装,,有,永旺太阳城广场乐购圣地广场邮局：梅花园邮局、同和邮局、南方医院邮政营业厅银行：工商银行、建设银行、农业银行、中国银行、农商银行、广发银行银行医院：一五七医院、南方医院、三九脑科医院、同和医院、白云山医院,交通出行：距离同和地铁D出口1.5公里小区门口50米有公交车站~、126、832路可直达天河。距离同和地铁D出口1.5公里
星汇云城南向精装修大四房可议看房方便,408,44806,白云,4室2厅1卫,91.06㎡,平层,塔楼,中楼层(共32层),暂无数据,74.23㎡,东南南,钢混结构,精装,,有,,距离3号线同和站1.5公里~、小区门口有专线可直达地铁口~、距离华快高速沙太收费站仅900米左右~、出行便利
中海金沙馨园一期方正三房 大阳台 满五年 诚意,280,28866,白云,3室1厅2卫,97㎡,平层,塔楼,高楼层(共11层),暂无数据,暂无,东北,钢混结构,其他,,有,小区生活配套成熟~、近沙凤菜市场、江边绿化公园~、金铂天地~、国峰商场~、红星美凯龙家居~、卜蜂莲花~、苏铂~、永旺梦乐城金沙大酒店~、金阳美景酒店~、工商银行~、农业银行,西门就有公交车站~、直达6号线地铁口横沙站和沙贝站~、42路~、885路~、789路环线~、429路~、478路
白沙小区~、低楼层~、大两房厅出阳台。,79,15460,白云,2室1厅1卫,51.1㎡,平层,塔楼,低楼层(共9层),暂无数据,暂无,东南,钢混结构,精装,,,该小区位于岗贝社区~、白色的马赛克外墙~、总层高9层~、保安值班管理~、小区管理严密~、闹中取静~、小区配套齐全~、住家舒适便利,
标题,总价,单价,区域,房屋户型,建筑面积,户型结构,建筑类型,所在楼层,楼层高度,套内面积,房屋朝向,建筑结构,装修情况,户梯比例,配备电梯,周边配套,交通出行
汇侨新城 实用两房 舒适装修 保养好 厅出阳台,145,19606,白云,2室1厅1卫,73.96㎡,平层,塔楼,中楼层(共9层),暂无数据,66.31㎡,南西北,钢混结构,精装,,,汇侨车站公交车244A路807A路538路278路~、新市墟公车298路886路556路58路21路539路810路555路108路等等,汇侨车站公交车244A路807A路538路278路~、新市墟公车298路886路556路58路21路539路810路555路108路等等
岭南C区大三房 带个大露台 楼间距宽,540,44632,白云,3室2厅2卫,120.99㎡,平层,板楼,中楼层(共18层),暂无数据,暂无,南,钢混结构,其他,,有,有步行街市、711便利店、OK便利店~、美容院、美发店、面包店；会所(羽毛球场、乒乓球场、大型足交通球场地、篮球场地)等生活配套设施完善！还有云门商场~、商场内有电影院~、东海酒家~、盒马生鲜等；小区有四大银行~、华夏银行~、民生银行~、平安银行~、招商银行等。,公交车总站~、线路包括804路、886路、805路、799路、920路、922路、924路、926路、509路、66路、803路等数十几条公交路线；地铁线路：14号地铁线~、2号地铁线~、3号地铁线
南湖半岛~、全新装修温馨三房出手,345,31698,白云,3室2厅2卫,108.84㎡,平层,塔楼,低楼层(共11层),暂无数据,暂无,西南,钢混结构,其他,,有,,小区门口也有公交车站~、途径车辆有B6、232、296、504、B6快、560、862B等。自驾：门口可接驳华南快速干线同和站~、交通便利！小区有商场街~、宵夜店~、快餐店~、能满足基本生活需求
高楼层视野开阔~、通风采光好~、保养新净,288,35587,白云,2室2厅1卫,80.93㎡,平层,塔楼,高楼层(共32层),暂无数据,65.44㎡,北,钢混结构,其他,,有,有正大商场、711便利店、OK便利店~、美容院、美发店、面包店；会所(羽毛球场、乒乓球场、大型足交通球场地、篮球场地)等生活配套设施完善！还有云门商场~、商场内有电影院~、东海酒家~、盒马生鲜等。,有公交76路、803路、667路、539路、924路、509路等线路~、地铁2号线和地铁3号线14号线嘉禾望岗站~、交通方便。
汇侨新城南区 精装三房  保养好 户型方正,238,22925,白云,3室2厅2卫,103.82㎡,平层,塔楼,低楼层(共17层),暂无数据,85.71㎡,南西南,钢混结构,精装,,有,有大型商场、公交、地铁、大埔菜市场；医院：汇侨壹心诊所、新市医院、白云区人民医院；公园：白云儿童公园；商业：、家乐福、沃尔玛、永辉~、广场~、苏宁国美等,汇侨新城社区就有一个公交车总站~、有三条线路~、244A、278、538~、这几条线路可以去到火车站~、天河~、海珠。还有地铁接驳线980号线路~、新市墟更是有63条线路之多~、可以去广州更多地方。目前有两条地铁线在建~、新市墟站预计24年通车
汇侨新城 实用三房 厅出阳台 东南靓向 视野好,189,22627,白云,3室1厅1卫,83.53㎡,平层,塔楼,高楼层(共17层),暂无数据,70.82㎡,东东南,钢混结构,精装,,有,有大型商场、公交、地铁、大埔菜市场；医院：汇侨壹心诊所、新市医院、白云区人民医院；公园：白云儿童公园；商业：、家乐福、沃尔玛、永辉~、广场~、苏宁国美等,汇侨新城社区就有一个公交车总站~、有三条线路~、244A、278、538~、这几条线路可以去到火车站~、天河~、海珠。还有地铁接驳线980号线路~、新市墟更是有63条线路之多~、可以去广州更多地方。目前有两条地铁线在建~、新市墟站预计25年通车
单边位三房~、有个进门小户！产权干净,232,24383,白云,3室2厅1卫,95.15㎡,平层,塔楼,低楼层(共12层),暂无数据,暂无,北,钢混结构,其他,,有,,
此房满五 格局方正  视野宽阔,240,30916,白云,2室2厅1卫,77.63㎡,平层,塔楼,低楼层(共23层),暂无数据,60.92㎡,北东北,钢混结构,精装,,有,菜市场商场公交站银行医院等配套都完善成熟银行工行建行中行等医院一五七医院南方医院社区医院金箔乐购摩登太阳城广场等,地铁站：3号线北延线同和站C出口（距离小区600米）公交：16路、B6路、B6路快线、56路、179路、241路、504路、502路、804路、136路、219路、862路、862B路、832路、126路、136路、836路、83路、701路、560路、833路
中层正南向 一手业主 采光通风很好 满五唯一无需个税,255,34479,白云,2室2厅1卫,73.96㎡,平层,塔楼,中楼层(共9层),暂无数据,58.95㎡,南,钢混结构,精装,,有,有步行街市、711便利店、OK便利店~、美容院、美发店、面包店；会所(羽毛球场、乒乓球场、大型足交通球场地、篮球场地)等生活配套设施完善！还有云门商场~、商场内有电影院~、东海酒家~、盒马生鲜等；小区有四大银行~、华夏银行~、民生银行~、平安银行~、招商银行等。,小区最近的地铁站嘉禾站广州地铁2、3、14号线交会站步行800米即可到达公交车线路包括804路、805路、799路、920路、922路、924路、926路、509路、66路、803路等自驾车可从白云大道北白云堡立交经高速达华南快速干线三期永泰出
荷塘月色四期 对流实用三房 楼龄新 格局好,328,32370,白云,3室2厅2卫,101.33㎡,平层,塔楼,低楼层(共18层),暂无数据,暂无,东,钢混结构,简装,,有,白云汇白云汇购物广场家宴酒家北京饭庄钱大妈海王星辰药店工商建设银行医疗诊所美容养生理发店服装等公交站黄石路口高尔夫总站马务站飞翔公园站白云文化公园高尔夫菜市场,有黄石路南~、天云街~、白云高尔夫花园总站~、祥景花园~、黄石路~、风正街等公交车站~、途~、36~、126~、127~、810~、830~、832~、841~、265~、268~、244~、563~、539~、742~、794~、982等~、地铁萧岗站~、白云文化广场站~、江夏地铁站
龙湖招商天钜  精装三房  高层 专梯专户私密性高,405,45506,白云,3室2厅2卫,89㎡,平层,塔楼,高楼层(共27层),暂无数据,暂无,东北,钢混结构,精装,,有,,公园：马务公园~、商场：白云汇广场~、金国广场~、黄石家私广场~、海航城~、医院：马务卫生站~、交通：公交黄石路总站~、14号地铁延长线马务站
头排南北通透四房  自住装修保养好,415,44253,白云,4室2厅1卫,93.78㎡,平层,塔楼,低楼层(共32层),暂无数据,暂无,南北,钢混结构,其他,,有,,
飞鹅西路小区 低层 总首付 采光好,115,24626,白云,2室1厅1卫,46.7㎡,平层,塔楼,中楼层(共8层),暂无数据,42.19㎡,南北,钢混结构,简装,,,11号线（200米.12号线300米~、2号线5号线1公里广州雕塑公园越秀公园皮具城酒店中医院餐厅银行各种各样的小食店,
时代物业 中楼层2+1房 业主置换诚心卖,300,35976,白云,3室1厅1卫,83.39㎡,平层,塔楼,低楼层(共32层),暂无数据,64.55㎡,北,钢混结构,其他,,有,配套：800米同和地铁~、有金铂广场~、南方医院三甲医院~、配套成熟安居的好地方,
汇侨新城 一房一厅 采光通风很好呀,72,17809,白云,1室1厅1卫,40.43㎡,平层,塔楼,高楼层(共9层),暂无数据,37.23㎡,东南,钢混结构,简装,,,小区内设有会所~、游泳池~、小区花园~、菜市场~、~、工行~、建行~、中国银行~、侨鑫物业封闭管理~、保安24小时巡逻~、人车分流~、安静舒适,汇侨车站公交车244A路807A路538路278路~、新市墟公车298路886路556路58路21路539路810路555路108路等等
东南向三房两卫~、证过五年唯一~、现在12号线在建,260,27802,白云,3室1厅1卫,93.52㎡,平层,塔楼,低楼层(共26层),暂无数据,75.4㎡,西南,钢混结构,其他,,有,公园小区西门距离浔峰岗公园约480米商场小区正门距离金沙洲广baibai货约950米地铁小区正门距离6号线地铁浔峰岗站约1000米12号线里横路站400米小区正门珠江50米,近地铁六号线浔峰岗站以及在建的12号线~、小区门口右侧就是金沙洲公交总站~、途径线路包括830、885、55、231、276、283、290~、658~、745路
保利汇海花园 温馨两房 安静舒适 过五唯一 自住方便看,173,22978,白云,2室2厅1卫,75.29㎡,平层,塔楼,低楼层(共26层),暂无数据,暂无,东北,钢混结构,精装,,有,一、饮食：麦当劳、金汇景海鲜酒家、湘村馆、金沙喜宴大酒楼等；二商场：永润广场、华润家、金铂天地、达广场、永旺梦乐城；三、公园：浔峰山森林公园、滨江公园：四、医院：金沙洲首家三甲-广州中医药大学附属医院,小区楼下有便民车与658公交车~、都可到浔峰岗地铁站~、江边也有公交车站~、彩滨北路站~、290、55、12、276、283、885、429、830、42等16条公交线路；地铁6号线始发站浔峰岗站。
汇雅花园  南向  双阳台 大两房 采光充足,110,15435,白云,2室1厅1卫,71.27㎡,平层,塔楼,低楼层(共9层),暂无数据,暂无,南,钢混结构,其他,,,小区门口即是公园~、有菜市场~、市~、培训机构~、美容院~、水果店~、理发店~、游泳池~、餐饮~、医院等配套；广从快速公路交通便利~、地铁口悦和方购物商场~、生活配套齐~、购物方便交通便利景观好~、花园住宅是一个精致舒适经济实用的大型成熟社区,地铁14号线夏良站~、距其直线距离800米小区门口公交：龙归永兴村总站交通线路图~、途经线路包括途656路、652、529路、563路、701路、833路、837路。
花园小区物业管理好 原装电梯中楼层 南向2房,237,36151,白云,2室1厅1卫,65.56㎡,平层,塔楼,中楼层(共15层),暂无数据,暂无,南北,钢混结构,其他,,有,小区里面有一个幼儿园~、小区门口就有钱大妈~、华润~、绿盈鲜品~、药店以及各种的生活配套,
锦翠苑 电梯中层 满五唯一 精装修 采光通风,175,28276,白云,2室1厅1卫,61.89㎡,平层,塔楼,中楼层(共9层),暂无数据,暂无,东北,钢混结构,其他,,,广园新村好又多美食：悠悠乐美食~、聚友源~、湘村馆。(省一级)银行：银柜KTV~、咏乐会ktv。健身房。,盈翠华庭公交站：127/245/36/841/265等各大公交线路。地铁二号线飞翔公园~、即将开通的12号线景云路站。。。。
紫薇花园 刚需实用舒适南向两房,240,29365,白云,2室2厅1卫,81.73㎡,平层,塔楼,低楼层(共18层),暂无数据,暂无,南,钢混结构,简装,,有,,紫薇花园门口右边100米左右就是980公交总站~、接驳到地铁2号线地铁飞翔公园。步行约300米是汇桥新城总站~、有多路公交车接驳到其他各个区域
积德花园准电梯南向两房一厅 方方正正,168,28606,白云,2室1厅1卫,58.73㎡,平层,板楼,高楼层(共9层),暂无数据,暂无,南,钢混结构,其他,,,,出行方便小区近地铁8号线公交站有83280134212539
